,Source,Target,Weight,Type
1,X123_part1,X123_part3,4,undirected
2,X123_part1,X233_part1,2,undirected
3,X123_part1,erkhov_part1,1,undirected
4,X123_part1,kostyrko_part2,3,undirected
5,X123_part1,sanovich_part2,2,undirected
6,X123_part1,zhivotovsky_part1,1,undirected
7,X123_part1,zhivotovsky_part2,1,undirected
8,X123_part2,X123_part3,2,undirected
9,X123_part2,X165_part1,3,undirected
10,X123_part2,belov_part4,6,undirected
11,X123_part2,karelsky_part8,1,undirected
12,X123_part2,rynkevich_part3,1,undirected
13,X123_part2,sanovich_part1,1,undirected
14,X123_part2,sanovich_part3,1,undirected
15,X123_part2,shishkin_part3,3,undirected
16,X123_part2,zhidkov_part2,2,undirected
17,X123_part3,X123_part1,4,undirected
18,X123_part3,X123_part2,2,undirected
19,X123_part3,X123_part4,3,undirected
20,X123_part3,X152_part1,1,undirected
21,X123_part3,X152_part2,1,undirected
22,X123_part3,X233_part1,6,undirected
23,X123_part3,X233_part2,3,undirected
24,X123_part3,belov_part2,2,undirected
25,X123_part3,belov_part5,3,undirected
26,X123_part3,erkhov_part2,1,undirected
27,X123_part3,karelsky_part1,2,undirected
28,X123_part3,karelsky_part9,1,undirected
29,X123_part3,rynkevich_part1,2,undirected
30,X123_part3,sanovich_part1,3,undirected
31,X123_part3,shishkin_part1,2,undirected
32,X123_part3,smirnov_part3,2,undirected
33,X123_part3,zhivotovsky_part2,2,undirected
34,X123_part4,X123_part3,3,undirected
35,X123_part4,belov_part4,1,undirected
36,X123_part4,sanovich_part3,2,undirected
37,X152_part1,X123_part3,1,undirected
38,X152_part1,kostyrko_part1,1,undirected
39,X152_part1,rynkevich_part1,3,undirected
40,X152_part1,zhivotovsky_part2,3,undirected
41,X152_part2,X123_part3,1,undirected
42,X152_part2,zhidkov_part1,6,undirected
43,X152_part2,zhivotovsky_part2,2,undirected
44,X165_part1,X123_part2,3,undirected
45,X165_part1,X165_part2,6,undirected
46,X165_part1,X227_part1,1,undirected
47,X165_part1,X227_part2,2,undirected
48,X165_part1,belov_part4,1,undirected
49,X165_part1,karelsky_part7,1,undirected
50,X165_part1,karelsky_part8,2,undirected
51,X165_part2,X165_part1,6,undirected
52,X165_part2,erkhov_part2,4,undirected
53,X165_part2,shishkin_part1,1,undirected
54,X165_part2,shishkin_part2,4,undirected
55,X165_part2,shishkin_part3,2,undirected
56,X226_part1,X226_part2,3,undirected
57,X226_part1,X226_part3,4,undirected
58,X226_part1,belov_part5,1,undirected
59,X226_part1,gasparov_part3,3,undirected
60,X226_part1,karelsky_part5,3,undirected
61,X226_part1,smirnov_part4,1,undirected
62,X226_part2,X226_part1,3,undirected
63,X226_part2,erkhov_part3,3,undirected
64,X226_part2,gasparov_part8,2,undirected
65,X226_part2,gasparov_part9,1,undirected
66,X226_part3,X226_part1,4,undirected
67,X226_part3,belov_part4,1,undirected
68,X226_part3,belov_part5,3,undirected
69,X227_part1,X165_part1,1,undirected
70,X227_part1,X227_part2,6,undirected
71,X227_part1,shishkin_part1,2,undirected
72,X227_part2,X165_part1,2,undirected
73,X227_part2,X227_part1,6,undirected
74,X227_part2,kostyrko_part2,1,undirected
75,X233_part1,X123_part1,2,undirected
76,X233_part1,X123_part3,6,undirected
77,X233_part1,zhivotovsky_part2,1,undirected
78,X233_part2,X123_part3,3,undirected
79,X233_part2,belov_part5,1,undirected
80,X233_part2,karelsky_part1,2,undirected
81,belov_part1,belov_part3,3,undirected
82,belov_part1,belov_part5,4,undirected
83,belov_part1,zhidkov_part1,1,undirected
84,belov_part1,zhivotovsky_part1,5,undirected
85,belov_part2,X123_part3,2,undirected
86,belov_part2,belov_part5,3,undirected
87,belov_part2,kostyrko_part2,1,undirected
88,belov_part3,belov_part1,3,undirected
89,belov_part3,belov_part4,5,undirected
90,belov_part3,belov_part5,1,undirected
91,belov_part4,X123_part2,6,undirected
92,belov_part4,X123_part4,1,undirected
93,belov_part4,X165_part1,1,undirected
94,belov_part4,X226_part3,1,undirected
95,belov_part4,belov_part3,5,undirected
96,belov_part4,belov_part5,3,undirected
97,belov_part4,karelsky_part1,3,undirected
98,belov_part4,karelsky_part2,3,undirected
99,belov_part4,karelsky_part3,1,undirected
100,belov_part4,karelsky_part8,3,undirected
101,belov_part4,sanovich_part2,1,undirected
102,belov_part4,sanovich_part3,4,undirected
103,belov_part4,shishkin_part3,1,undirected
104,belov_part5,X123_part3,3,undirected
105,belov_part5,X226_part1,1,undirected
106,belov_part5,X226_part3,3,undirected
107,belov_part5,X233_part2,1,undirected
108,belov_part5,belov_part1,4,undirected
109,belov_part5,belov_part2,3,undirected
110,belov_part5,belov_part3,1,undirected
111,belov_part5,belov_part4,3,undirected
112,belov_part5,karelsky_part5,1,undirected
113,erkhov_part1,X123_part1,1,undirected
114,erkhov_part1,erkhov_part2,2,undirected
115,erkhov_part1,erkhov_part3,2,undirected
116,erkhov_part1,erkhov_part4,5,undirected
117,erkhov_part2,X123_part3,1,undirected
118,erkhov_part2,X165_part2,4,undirected
119,erkhov_part2,erkhov_part1,2,undirected
120,erkhov_part2,erkhov_part4,6,undirected
121,erkhov_part2,karelsky_part2,1,undirected
122,erkhov_part2,sanovich_part4,3,undirected
123,erkhov_part3,X226_part2,3,undirected
124,erkhov_part3,erkhov_part1,2,undirected
125,erkhov_part3,karelsky_part5,1,undirected
126,erkhov_part4,erkhov_part1,5,undirected
127,erkhov_part4,erkhov_part2,6,undirected
128,erkhov_part4,sanovich_part3,1,undirected
129,gasparov_part1,gasparov_part2,5,undirected
130,gasparov_part1,gasparov_part6,4,undirected
131,gasparov_part1,gasparov_part9,1,undirected
132,gasparov_part2,gasparov_part1,5,undirected
133,gasparov_part2,gasparov_part3,1,undirected
134,gasparov_part2,gasparov_part5,6,undirected
135,gasparov_part3,X226_part1,3,undirected
136,gasparov_part3,gasparov_part2,1,undirected
137,gasparov_part3,gasparov_part7,5,undirected
138,gasparov_part3,gasparov_part9,1,undirected
139,gasparov_part4,gasparov_part5,2,undirected
140,gasparov_part4,gasparov_part8,5,undirected
141,gasparov_part4,gasparov_part9,2,undirected
142,gasparov_part5,gasparov_part2,6,undirected
143,gasparov_part5,gasparov_part4,2,undirected
144,gasparov_part5,gasparov_part6,3,undirected
145,gasparov_part5,gasparov_part7,1,undirected
146,gasparov_part5,gasparov_part8,2,undirected
147,gasparov_part5,gasparov_part9,4,undirected
148,gasparov_part6,gasparov_part1,4,undirected
149,gasparov_part6,gasparov_part5,3,undirected
150,gasparov_part6,zhivotovsky_part2,1,undirected
151,gasparov_part7,gasparov_part3,5,undirected
152,gasparov_part7,gasparov_part5,1,undirected
153,gasparov_part7,gasparov_part9,2,undirected
154,gasparov_part8,X226_part2,2,undirected
155,gasparov_part8,gasparov_part4,5,undirected
156,gasparov_part8,gasparov_part5,2,undirected
157,gasparov_part8,gasparov_part9,6,undirected
158,gasparov_part9,X226_part2,1,undirected
159,gasparov_part9,gasparov_part1,1,undirected
160,gasparov_part9,gasparov_part3,1,undirected
161,gasparov_part9,gasparov_part4,2,undirected
162,gasparov_part9,gasparov_part5,4,undirected
163,gasparov_part9,gasparov_part7,2,undirected
164,gasparov_part9,gasparov_part8,6,undirected
165,karelsky_part1,X123_part3,2,undirected
166,karelsky_part1,X233_part2,2,undirected
167,karelsky_part1,belov_part4,3,undirected
168,karelsky_part1,zhivotovsky_part1,1,undirected
169,karelsky_part2,belov_part4,3,undirected
170,karelsky_part2,erkhov_part2,1,undirected
171,karelsky_part2,karelsky_part9,2,undirected
172,karelsky_part2,sanovich_part3,2,undirected
173,karelsky_part2,smirnov_part2,2,undirected
174,karelsky_part3,belov_part4,1,undirected
175,karelsky_part3,karelsky_part5,2,undirected
176,karelsky_part3,karelsky_part7,6,undirected
177,karelsky_part4,karelsky_part5,6,undirected
178,karelsky_part4,karelsky_part6,3,undirected
179,karelsky_part4,karelsky_part7,2,undirected
180,karelsky_part4,kostyrko_part2,5,undirected
181,karelsky_part4,shishkin_part4,1,undirected
182,karelsky_part4,smirnov_part2,1,undirected
183,karelsky_part4,smirnov_part3,1,undirected
184,karelsky_part5,X226_part1,3,undirected
185,karelsky_part5,belov_part5,1,undirected
186,karelsky_part5,erkhov_part3,1,undirected
187,karelsky_part5,karelsky_part3,2,undirected
188,karelsky_part5,karelsky_part4,6,undirected
189,karelsky_part5,karelsky_part6,5,undirected
190,karelsky_part5,shishkin_part4,2,undirected
191,karelsky_part6,karelsky_part4,3,undirected
192,karelsky_part6,karelsky_part5,5,undirected
193,karelsky_part6,karelsky_part7,1,undirected
194,karelsky_part7,X165_part1,1,undirected
195,karelsky_part7,karelsky_part3,6,undirected
196,karelsky_part7,karelsky_part4,2,undirected
197,karelsky_part7,karelsky_part6,1,undirected
198,karelsky_part8,X123_part2,1,undirected
199,karelsky_part8,X165_part1,2,undirected
200,karelsky_part8,belov_part4,3,undirected
201,karelsky_part8,karelsky_part9,3,undirected
202,karelsky_part9,X123_part3,1,undirected
203,karelsky_part9,karelsky_part2,2,undirected
204,karelsky_part9,karelsky_part8,3,undirected
205,kostyrko_part1,X152_part1,1,undirected
206,kostyrko_part1,zhivotovsky_part1,2,undirected
207,kostyrko_part1,zhivotovsky_part2,3,undirected
208,kostyrko_part2,X123_part1,3,undirected
209,kostyrko_part2,X227_part2,1,undirected
210,kostyrko_part2,belov_part2,1,undirected
211,kostyrko_part2,karelsky_part4,5,undirected
212,kostyrko_part2,smirnov_part1,1,undirected
213,kostyrko_part2,zhivotovsky_part2,3,undirected
214,rynkevich_part1,X123_part3,2,undirected
215,rynkevich_part1,X152_part1,3,undirected
216,rynkevich_part1,shishkin_part5,5,undirected
217,rynkevich_part1,zhidkov_part1,2,undirected
218,rynkevich_part2,rynkevich_part3,6,undirected
219,rynkevich_part2,shishkin_part2,4,undirected
220,rynkevich_part2,shishkin_part5,1,undirected
221,rynkevich_part3,X123_part2,1,undirected
222,rynkevich_part3,rynkevich_part2,6,undirected
223,rynkevich_part3,shishkin_part5,3,undirected
224,sanovich_part1,X123_part2,1,undirected
225,sanovich_part1,X123_part3,3,undirected
226,sanovich_part1,sanovich_part3,2,undirected
227,sanovich_part2,X123_part1,2,undirected
228,sanovich_part2,belov_part4,1,undirected
229,sanovich_part2,sanovich_part3,5,undirected
230,sanovich_part3,X123_part2,1,undirected
231,sanovich_part3,X123_part4,2,undirected
232,sanovich_part3,belov_part4,4,undirected
233,sanovich_part3,erkhov_part4,1,undirected
234,sanovich_part3,karelsky_part2,2,undirected
235,sanovich_part3,sanovich_part1,2,undirected
236,sanovich_part3,sanovich_part2,5,undirected
237,sanovich_part3,sanovich_part4,2,undirected
238,sanovich_part4,erkhov_part2,3,undirected
239,sanovich_part4,sanovich_part3,2,undirected
240,sanovich_part4,shishkin_part2,1,undirected
241,shishkin_part1,X123_part3,2,undirected
242,shishkin_part1,X165_part2,1,undirected
243,shishkin_part1,X227_part1,2,undirected
244,shishkin_part1,shishkin_part5,3,undirected
245,shishkin_part2,X165_part2,4,undirected
246,shishkin_part2,rynkevich_part2,4,undirected
247,shishkin_part2,sanovich_part4,1,undirected
248,shishkin_part2,shishkin_part5,1,undirected
249,shishkin_part3,X123_part2,3,undirected
250,shishkin_part3,X165_part2,2,undirected
251,shishkin_part3,belov_part4,1,undirected
252,shishkin_part3,zhidkov_part2,3,undirected
253,shishkin_part4,karelsky_part4,1,undirected
254,shishkin_part4,karelsky_part5,2,undirected
255,shishkin_part4,shishkin_part5,6,undirected
256,shishkin_part5,rynkevich_part1,5,undirected
257,shishkin_part5,rynkevich_part2,1,undirected
258,shishkin_part5,rynkevich_part3,3,undirected
259,shishkin_part5,shishkin_part1,3,undirected
260,shishkin_part5,shishkin_part2,1,undirected
261,shishkin_part5,shishkin_part4,6,undirected
262,smirnov_part1,kostyrko_part2,1,undirected
263,smirnov_part1,smirnov_part2,6,undirected
264,smirnov_part1,smirnov_part3,3,undirected
265,smirnov_part1,smirnov_part4,5,undirected
266,smirnov_part2,karelsky_part2,2,undirected
267,smirnov_part2,karelsky_part4,1,undirected
268,smirnov_part2,smirnov_part1,6,undirected
269,smirnov_part2,smirnov_part4,2,undirected
270,smirnov_part3,X123_part3,2,undirected
271,smirnov_part3,karelsky_part4,1,undirected
272,smirnov_part3,smirnov_part1,3,undirected
273,smirnov_part4,X226_part1,1,undirected
274,smirnov_part4,smirnov_part1,5,undirected
275,smirnov_part4,smirnov_part2,2,undirected
276,zhidkov_part1,X152_part2,6,undirected
277,zhidkov_part1,belov_part1,1,undirected
278,zhidkov_part1,rynkevich_part1,2,undirected
279,zhidkov_part1,zhidkov_part2,1,undirected
280,zhidkov_part2,X123_part2,2,undirected
281,zhidkov_part2,shishkin_part3,3,undirected
282,zhidkov_part2,zhidkov_part1,1,undirected
283,zhivotovsky_part1,X123_part1,1,undirected
284,zhivotovsky_part1,belov_part1,5,undirected
285,zhivotovsky_part1,karelsky_part1,1,undirected
286,zhivotovsky_part1,kostyrko_part1,2,undirected
287,zhivotovsky_part1,zhivotovsky_part2,6,undirected
288,zhivotovsky_part2,X123_part1,1,undirected
289,zhivotovsky_part2,X123_part3,2,undirected
290,zhivotovsky_part2,X152_part1,3,undirected
291,zhivotovsky_part2,X152_part2,2,undirected
292,zhivotovsky_part2,X233_part1,1,undirected
293,zhivotovsky_part2,gasparov_part6,1,undirected
294,zhivotovsky_part2,kostyrko_part1,3,undirected
295,zhivotovsky_part2,kostyrko_part2,3,undirected
296,zhivotovsky_part2,zhivotovsky_part1,6,undirected
